Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Nemaha, NE",31127,0,1293,0000,0000,0,1325,0000,0000,0,1327,0000,0000,0,1344,0000,0000,0,1346,0000,0000,0,1360,0000,0000,0,1337,0000,0000,0,1364,0000,0000,0,1385,0000,0000,0,1407,0000,0000
"Nuckolls, NE",31129,0,1086,0000,0000,0,1042,0000,0000,0,1023,0000,0000,0,1015,0000,0000,0,933,0000,0000,0,954,0000,0000,0,968,0000,0000,0,934,0000,0000,0,942,0000,0000,0,937,0000,0000
"Otoe, NE",31131,0,2743,0000,0000,0,2705,0000,0000,0,2723,0000,0000,0,2681,0000,0000,0,2657,0000,0000,0,2651,0000,0000,0,2722,0000,0000,0,2724,0000,0000,0,2715,0000,0000,0,2740,0000,0000
"Pawnee, NE",31133,0,632,0000,0000,0,629,0000,0000,0,645,0000,0000,0,620,0000,0000,0,645,0000,0000,0,657,0000,0000,0,640,0000,0000,0,666,0000,0000,0,656,0000,0000,0,674,0000,0000
"Perkins, NE",31135,0,690,0000,0000,0,689,0000,0000,0,651,0000,0000,0,670,0000,0000,0,264,0000,0000,0,704,0000,0000,0,663,0000,0000,0,652,0000,0000,0,674,0000,0000,0,677,0000,0000
"Phelps, NE",31137,0,1862,0000,0000,0,1858,0000,0000,0,1851,0000,0000,0,1921,0000,0000,0,1960,0000,0000,0,1965,0000,0000,0,1988,0000,0000,0,1929,0000,0000,0,1954,0000,0000,0,2044,0000,0000
"Pierce, NE",31139,0,1273,0000,0000,0,1260,0000,0000,0,1301,0000,0000,0,1304,0000,0000,0,1382,0000,0000,0,1441,0000,0000,0,1480,0000,0000,0,1529,0000,0000,0,1542,0000,0000,0,1546,0000,0000
"Platte, NE",31141,0,4227,0000,0000,0,4386,0000,0000,0,4466,0000,0000,0,4459,0000,0000,0,4564,0000,0000,0,4698,0000,0000,0,4855,0000,0000,0,4930,0000,0000,0,4972,0000,0000,0,5015,0000,0000
"Polk, NE",31143,0,1103,0000,0000,0,1205,0000,0000,0,1218,0000,0000,0,1200,0000,0000,0,1217,0000,0000,0,1179,0000,0000,0,1140,0000,0000,0,1158,0000,0000,0,1219,0000,0000,0,1204,0000,0000
"Red Willow, NE",31145,0,2225,0000,0000,0,2253,0000,0000,0,2248,0000,0000,0,2238,0000,0000,0,2193,0000,0000,0,2213,0000,0000,0,2232,0000,0000,0,2218,0000,0000,0,2160,0000,0000,0,2230,0000,0000
"Richardson, NE",31147,0,1607,0000,0000,0,1557,0000,0000,0,1628,0000,0000,0,1605,0000,0000,0,1610,0000,0000,0,1684,0000,0000,0,1706,0000,0000,0,1754,0000,0000,0,1755,0000,0000,0,1743,0000,0000
"Rock, NE",31149,0,458,0000,0000,0,460,0000,0000,0,444,0000,0000,0,443,0000,0000,0,430,0000,0000,0,438,0000,0000,0,417,0000,0000,0,384,0000,0000,0,395,0000,0000,0,377,0000,0000
"Saline, NE",31151,0,2404,0000,0000,0,2418,0000,0000,0,2438,0000,0000,0,2453,0000,0000,0,2528,0000,0000,0,2513,0000,0000,0,2555,0000,0000,0,2603,0000,0000,0,2608,0000,0000,0,2691,0000,0000
"Sarpy, NE",31153,0,16533,0000,0000,0,16781,0000,0000,0,17106,0000,0000,0,17106,0000,0000,0,17340,0000,0000,0,17852,0000,0000,0,17266,0000,0000,0,17627,0000,0000,0,17878,0000,0000,0,18284,0000,0000
"Saunders, NE",31155,0,2846,0000,0000,0,2907,0000,0000,0,2906,0000,0000,0,2838,0000,0000,0,2921,0000,0000,0,2936,0000,0000,0,2918,0000,0000,0,2911,0000,0000,0,3054,0000,0000,0,3053,0000,0000
"Scotts Bluff, NE",31157,0,7507,0000,0000,0,7456,0000,0000,0,7278,0000,0000,0,7212,0000,0000,0,7272,0000,0000,0,7277,0000,0000,0,7323,0000,0000,0,7222,0000,0000,0,7107,0000,0000,0,7105,0000,0000
"Seward, NE",31159,0,2429,0000,0000,0,2477,0000,0000,0,2525,0000,0000,0,2598,0000,0000,0,2640,0000,0000,0,2719,0000,0000,0,2744,0000,0000,0,2852,0000,0000,0,2865,0000,0000,0,2909,0000,0000
"Sheridan, NE",31161,0,1536,0000,0000,0,1528,0000,0000,0,1520,0000,0000,0,1499,0000,0000,0,1489,0000,0000,0,1470,0000,0000,0,1501,0000,0000,0,1491,0000,0000,0,1423,0000,0000,0,1369,0000,0000
"Sherman, NE",31163,0,767,0000,0000,0,768,0000,0000,0,754,0000,0000,0,747,0000,0000,0,745,0000,0000,0,735,0000,0000,0,708,0000,0000,0,684,0000,0000,0,678,0000,0000,0,692,0000,0000
"Sioux, NE",31165,0,173,0000,0000,0,174,0000,0000,0,166,0000,0000,0,173,0000,0000,0,166,0000,0000,0,167,0000,0000,0,170,0000,0000,0,175,0000,0000,0,181,0000,0000,0,175,0000,0000
"Stanton, NE",31167,0,508,0000,0000,0,506,0000,0000,0,509,0000,0000,0,510,0000,0000,0,527,0000,0000,0,478,0000,0000,0,492,0000,0000,0,510,0000,0000,0,513,0000,0000,0,527,0000,0000
"Thayer, NE",31169,0,1183,0000,0000,0,1194,0000,0000,0,1184,0000,0000,0,1174,0000,0000,0,1214,0000,0000,0,1209,0000,0000,0,1205,0000,0000,0,1217,0000,0000,0,1200,0000,0000,0,1181,0000,0000
"Thomas, NE",31171,0,168,0000,0000,0,165,0000,0000,0,166,0000,0000,0,151,0000,0000,0,149,0000,0000,0,142,0000,0000,0,141,0000,0000,0,127,0000,0000,0,135,0000,0000,0,139,0000,0000
"Thurston, NE",31173,0,1346,0000,0000,0,1345,0000,0000,0,1379,0000,0000,0,1767,0000,0000,0,1761,0000,0000,0,1809,0000,0000,0,1940,0000,0000,0,1959,0000,0000,0,1961,0000,0000,0,2023,0000,0000
"Valley, NE",31175,0,874,0000,0000,0,832,0000,0000,0,826,0000,0000,0,800,0000,0000,0,775,0000,0000,0,790,0000,0000,0,778,0000,0000,0,781,0000,0000,0,805,0000,0000,0,800,0000,0000
"Washington, NE",31177,0,3135,0000,0000,0,3170,0000,0000,0,3166,0000,0000,0,3139,0000,0000,0,3153,0000,0000,0,3183,0000,0000,0,3216,0000,0000,0,3234,0000,0000,0,3317,0000,0000,0,3317,0000,0000
"Wayne, NE",31179,0,1610,0000,0000,0,1633,0000,0000,0,1689,0000,0000,0,1738,0000,0000,0,1749,0000,0000,0,1786,0000,0000,0,1793,0000,0000,0,1783,0000,0000,0,1772,0000,0000,0,1786,0000,0000
"Webster, NE",31181,0,756,0000,0000,0,755,0000,0000,0,773,0000,0000,0,758,0000,0000,0,733,0000,0000,0,730,0000,0000,0,767,0000,0000,0,743,0000,0000,0,784,0000,0000,0,785,0000,0000
"Wheeler, NE",31183,0,192,0000,0000,0,173,0000,0000,0,196,0000,0000,0,208,0000,0000,0,210,0000,0000,0,200,0000,0000,0,197,0000,0000,0,175,0000,0000,0,165,0000,0000,0,162,0000,0000
"York, NE",31185,0,2184,0000,0000,0,2216,0000,0000,0,2171,0000,0000,0,2162,0000,0000,0,2183,0000,0000,0,2191,0000,0000,0,2222,0000,0000,0,2266,0000,0000,0,2235,0000,0000,0,2275,0000,0000
NEVADA,32000,0,160964,0000,0000,0,168353,0000,0000,0,144809,0000,0000,0,186834,0000,0000,0,201316,0000,0000,0,212032,0000,0000,0,222974,0000,0000,0,235951,0000,0000,0,250910,0000,0000,0,265206,0000,0000
"Churchill, NV",32001,0,3033,0000,0000,0,3172,0000,0000,0,3314,0000,0000,0,3426,0000,0000,0,3600,0000,0000,0,3722,0000,0000,0,3889,0000,0000,0,4167,0000,0000,0,4350,0000,0000,0,4470,0000,0000
"Clark, NV",32003,0,95416,0000,0000,0,100027,0000,0000,0,105151,0000,0000,0,111460,0000,0000,0,121984,0000,0000,0,129233,0000,0000,0,136188,0000,0000,0,145327,0000,0000,0,156348,0000,0000,0,166788,0000,0000
"Douglas, NV",32005,0,4394,0000,0000,0,4622,0000,0000,0,4847,0000,0000,0,5114,0000,0000,0,5515,0000,0000,0,5833,0000,0000,0,6328,0000,0000,0,6697,0000,0000,0,7031,0000,0000,0,7090,0000,0000
"Elko, NV",32007,0,4794,0000,0000,0,5460,0000,0000,0,6346,0000,0000,0,7214,0000,0000,0,7811,0000,0000,0,8479,0000,0000,0,8840,0000,0000,0,9303,0000,0000,0,9647,0000,0000,0,10026,0000,0000
"Esmeralda, NV",32009,0,160,0000,0000,0,181,0000,0000,0,161,0000,0000,0,152,0000,0000,0,132,0000,0000,0,148,0000,0000,0,149,0000,0000,0,130,0000,0000,0,117,0000,0000,0,124,0000,0000
"Eureka, NV",32011,0,205,0000,0000,0,235,0000,0000,0,255,0000,0000,0,272,0000,0000,0,286,0000,0000,0,302,0000,0000,0,317,0000,0000,0,319,0000,0000,0,276,0000,0000,0,308,0000,0000
"Humboldt, NV",32013,0,2204,0000,0000,0,2433,0000,0000,0,2551,0000,0000,0,2785,0000,0000,0,2999,0000,0000,0,3184,0000,0000,0,3368,0000,0000,0,3453,0000,0000,0,3702,0000,0000,0,3845,0000,0000
"Lander, NV",32015,0,1033,0000,0000,0,1099,0000,0000,0,1336,0000,0000,0,1522,0000,0000,0,1536,0000,0000,0,1523,0000,0000,0,1560,0000,0000,0,1611,0000,0000,0,1523,0000,0000,0,1639,0000,0000
"Lincoln, NV",32017,0,874,0000,0000,0,915,0000,0000,0,972,0000,0000,0,1003,0000,0000,0,1055,0000,0000,0,1090,0000,0000,0,1097,0000,0000,0,1091,0000,0000,0,1128,0000,0000,0,1109,0000,0000
"Lyon, NV",32019,0,3351,0000,0000,0,3543,0000,0000,0,3706,0000,0000,0,3911,0000,0000,0,4119,0000,0000,0,4336,0000,0000,0,4538,0000,0000,0,4887,0000,0000,0,5134,0000,0000,0,5426,0000,0000
"Mineral, NV",32021,0,1171,0000,0000,0,1159,0000,0000,0,1150,0000,0000,0,1104,0000,0000,0,1119,0000,0000,0,1113,0000,0000,0,1174,0000,0000,0,1168,0000,0000,0,1192,0000,0000,0,1160,0000,0000
"Nye, NV",32023,0,2632,0000,0000,0,2878,0000,0000,0,3080,0000,0000,0,3275,0000,0000,0,3441,0000,0000,0,3519,0000,0000,0,3663,0000,0000,0,3918,0000,0000,0,4170,0000,0000,0,4528,0000,0000
"Pershing, NV",32027,0,709,0000,0000,0,758,0000,0000,0,770,0000,0000,0,780,0000,0000,0,796,0000,0000,0,822,0000,0000,0,862,0000,0000,0,896,0000,0000,0,886,0000,0000,0,967,0000,0000
"Storey, NV",32029,0,280,0000,0000,0,304,0000,0000,0,300,0000,0000,0,311,0000,0000,0,342,0000,0000,0,422,0000,0000,0,448,0000,0000,0,484,0000,0000,0,501,0000,0000,0,480,0000,0000
"Washoe, NV",32031,0,33712,0000,0000,0,34538,0000,0000,0,3518,0000,0000,0,36662,0000,0000,0,38466,0000,0000,0,40028,0000,0000,0,42061,0000,0000,0,43715,0000,0000,0,45752,0000,0000,0,47572,0000,0000
"White Pine, NV",32033,0,1428,0000,0000,0,1441,0000,0000,0,1593,0000,0000,0,1759,0000,0000,0,1764,0000,0000,0,1709,0000,0000,0,1717,0000,0000,0,1692,0000,0000,0,1784,0000,0000,0,1980,0000,0000
"Carson City city, NV",32510,0,5568,0000,0000,0,5588,0000,0000,0,5759,0000,0000,0,6084,0000,0000,0,6351,0000,0000,0,6569,0000,0000,0,6775,0000,0000,0,7093,0000,0000,0,7369,0000,0000,0,7694,0000,0000
NEW HAMPSHIRE,33000,0,153954,0000,0000,0,164118,0000,0000,0,166714,0000,0000,0,342421,0000,0000,0,344371,0000,0000,0,174575,0000,0000,0,181247,0000,0000,0,185360,0000,0000,0,189286,0000,0000,0,194171,0000,0000
"Belknap, NH",33001,0,7725,0000,0000,0,8665,0000,0000,0,8505,0000,0000,0,16974,0000,0000,0,16356,0000,0000,0,8353,0000,0000,0,8632,0000,0000,0,8804,0000,0000,0,8993,0000,0000,0,9096,0000,0000
"Carroll, NH",33003,0,6055,0000,0000,0,6423,0000,0000,0,7046,0000,0000,0,14526,0000,0000,0,15110,0000,0000,0,7867,0000,0000,0,8006,0000,0000,0,8137,0000,0000,0,8378,0000,0000,0,8644,0000,0000
"Cheshire, NH",33005,0,7781,0000,0000,0,7347,0000,0000,0,8539,0000,0000,0,20866,0000,0000,0,21090,0000,0000,0,8904,0000,0000,0,9062,0000,0000,0,9144,0000,0000,0,9130,0000,0000,0,9150,0000,0000
"Coos, NH",33007,0,4845,0000,0000,0,7427,0000,0000,0,4589,0000,0000,0,10744,0000,0000,0,10765,0000,0000,0,4551,0000,0000,0,4321,0000,0000,0,4302,0000,0000,0,4269,0000,0000,0,4291,0000,0000
"Grafton, NH",33009,0,11616,0000,0000,0,11641,0000,0000,0,13000,0000,0000,0,24446,0000,0000,0,24733,0000,0000,0,13762,0000,0000,0,13861,0000,0000,0,14150,0000,0000,0,14408,0000,0000,0,14612,0000,0000
"Hillsborough, NH",33011,0,52072,0000,0000,0,49535,0000,0000,0,55863,0000,0000,0,110567,0000,0000,0,113265,0000,0000,0,59116,0000,0000,0,60708,0000,0000,0,62186,0000,0000,0,63734,0000,0000,0,65572,0000,0000
"Merrimack, NH",33013,0,13681,0000,0000,0,15838,0000,0000,0,16203,0000,0000,0,33777,0000,0000,0,34159,0000,0000,0,17383,0000,0000,0,17809,0000,0000,0,17930,0000,0000,0,18058,0000,0000,0,18556,0000,0000
"Rockingham, NH",33015,0,28902,0000,0000,0,29198,0000,0000,0,30023,0000,0000,0,65316,0000,0000,0,63149,0000,0000,0,30858,0000,0000,0,34609,0000,0000,0,35781,0000,0000,0,36858,0000,0000,0,38151,0000,0000
"Strafford, NH",33017,0,13607,0000,0000,0,16063,0000,0000,0,14585,0000,0000,0,30240,0000,0000,0,31033,0000,0000,0,15364,0000,0000,0,15794,0000,0000,0,16226,0000,0000,0,16666,0000,0000,0,17087,0000,0000
"Sullivan, NH",33019,0,8014,0000,0000,0,11981,0000,0000,0,8361,0000,0000,0,14965,0000,0000,0,14711,0000,0000,0,8417,0000,0000,0,8445,0000,0000,0,8700,0000,0000,0,8792,0000,0000,0,9012,0000,0000
NEW JERSEY,34000,0,1107328,0000,0000,0,1097639,0000,0000,0,1080871,0000,0000,0,1076005,0000,0000,0,1088884,0000,0000,0,1109796,0000,0000,0,1130560,0000,0000,0,1151307,0000,0000,0,1173960,0000,0000,0,1195076,0000,0000
"Atlantic, NJ",34001,0,31025,0000,0000,0,31487,0000,0000,0,32001,0000,0000,0,32236,0000,0000,0,33540,0000,0000,0,34294,0000,0000,0,35667,0000,0000,0,36660,0000,0000,0,37380,0000,0000,0,38343,0000,0000
"Bergen, NJ",34003,0,102094,0000,0000,0,100694,0000,0000,0,97712,0000,0000,0,97414,0000,0000,0,98919,0000,0000,0,101210,0000,0000,0,103536,0000,0000,0,106150,0000,0000,0,108412,0000,0000,0,110463,0000,0000
"Burlington, NJ",34005,0,61537,0000,0000,0,61824,0000,0000,0,61089,0000,0000,0,60872,0000,0000,0,61133,0000,0000,0,61557,0000,0000,0,61644,0000,0000,0,62957,0000,0000,0,64426,0000,0000,0,65482,0000,0000
"Camden, NJ",34007,0,79839,0000,0000,0,78847,0000,0000,0,79665,0000,0000,0,80185,0000,0000,0,81683,0000,0000,0,82621,0000,0000,0,83775,0000,0000,0,84654,0000,0000,0,85730,0000,0000,0,87059,0000,0000
"Cape May, NJ",34009,0,12296,0000,0000,0,12569,0000,0000,0,12969,0000,0000,0,12843,0000,0000,0,13292,0000,0000,0,13668,0000,0000,0,13969,0000,0000,0,14472,0000,0000,0,14797,0000,0000,0,15113,0000,0000
"Cumberland, NJ",34011,0,25007,0000,0000,0,25041,0000,0000,0,24696,0000,0000,0,24258,0000,0000,0,23998,0000,0000,0,24228,0000,0000,0,24371,0000,0000,0,24583,0000,0000,0,24848,0000,0000,0,24800,0000,0000
"Essex, NJ",34013,0,124033,0000,0000,0,119326,0000,0000,0,116573,0000,0000,0,114420,0000,0000,0,115195,0000,0000,0,116465,0000,0000,0,117183,0000,0000,0,116824,0000,0000,0,117295,0000,0000,0,117665,0000,0000
"Gloucester, NJ",34015,0,36367,0000,0000,0,36678,0000,0000,0,37433,0000,0000,0,37618,0000,0000,0,38222,0000,0000,0,39816,0000,0000,0,40730,0000,0000,0,40925,0000,0000,0,41547,0000,0000,0,42254,0000,0000
"Hudson, NJ",34017,0,68286,0000,0000,0,67128,0000,0000,0,65496,0000,0000,0,65436,0000,0000,0,67116,0000,0000,0,69078,0000,0000,0,71035,0000,0000,0,72766,0000,0000,0,73598,0000,0000,0,75379,0000,0000
"Hunterdon, NJ",34019,0,16819,0000,0000,0,16069,0000,0000,0,16329,0000,0000,0,16308,0000,0000,0,16326,0000,0000,0,16733,0000,0000,0,17383,0000,0000,0,17940,0000,0000,0,18445,0000,0000,0,18892,0000,0000
"Mercer, NJ",34021,0,44052,0000,0000,0,43873,0000,0000,0,43528,0000,0000,0,43994,0000,0000,0,44479,0000,0000,0,45889,0000,0000,0,46660,0000,0000,0,47938,0000,0000,0,49597,0000,0000,0,50644,0000,0000
"Middlesex, NJ",34023,0,84485,0000,0000,0,84312,0000,0000,0,84373,0000,0000,0,84754,0000,0000,0,86793,0000,0000,0,88466,0000,0000,0,91009,0000,0000,0,91826,0000,0000,0,94072,0000,0000,0,95774,0000,0000
"Monmouth, NJ",34025,0,83013,0000,0000,0,82416,0000,0000,0,81488,0000,0000,0,81015,0000,0000,0,81610,0000,0000,0,83412,0000,0000,0,85297,0000,0000,0,88284,0000,0000,0,90061,0000,0000,0,91968,0000,0000
"Morris, NJ",34027,0,64197,0000,0000,0,62214,0000,0000,0,61270,0000,0000,0,59328,0000,0000,0,59059,0000,0000,0,59369,0000,0000,0,59885,0000,0000,0,61313,0000,0000,0,62840,0000,0000,0,64499,0000,0000
"Ocean, NJ",34029,0,60714,0000,0000,0,60753,0000,0000,0,60523,0000,0000,0,60703,0000,0000,0,60521,0000,0000,0,61986,0000,0000,0,62919,0000,0000,0,64442,0000,0000,0,65844,0000,0000,0,67076,0000,0000
"Passaic, NJ",34031,0,66139,0000,0000,0,64163,0000,0000,0,62411,0000,0000,0,61865,0000,0000,0,62712,0000,0000,0,63935,0000,0000,0,64985,0000,0000,0,65990,0000,0000,0,66894,0000,0000,0,68607,0000,0000
"Salem, NJ",34033,0,11978,0000,0000,0,12019,0000,0000,0,12013,0000,0000,0,11892,0000,0000,0,11674,0000,0000,0,11776,0000,0000,0,11902,0000,0000,0,12025,0000,0000,0,12085,0000,0000,0,11888,0000,0000
"Somerset, NJ",34035,0,30432,0000,0000,0,30374,0000,0000,0,30173,0000,0000,0,30112,0000,0000,0,30811,0000,0000,0,31715,0000,0000,0,32653,0000,0000,0,33481,0000,0000,0,35214,0000,0000,0,36592,0000,0000
"Sussex, NJ",34037,0,23973,0000,0000,0,28557,0000,0000,0,23142,0000,0000,0,23108,0000,0000,0,23390,0000,0000,0,23702,0000,0000,0,24071,0000,0000,0,24655,0000,0000,0,25261,0000,0000,0,25510,0000,0000
"Union, NJ",34039,0,66131,0000,0000,0,64518,0000,0000,0,63276,0000,0000,0,62995,0000,0000,0,63755,0000,0000,0,64753,0000,0000,0,66575,0000,0000,0,67828,0000,0000,0,69687,0000,0000,0,70744,0000,0000
"Warren, NJ",34041,0,14911,0000,0000,0,14777,0000,0000,0,14711,0000,0000,0,14649,0000,0000,0,14656,0000,0000,0,15123,0000,0000,0,15311,0000,0000,0,15594,0000,0000,0,15927,0000,0000,0,16324,0000,0000
NEW MEXICO,35000,0,281943,0000,0000,0,284800,0000,0000,0,292932,0000,0000,0,297108,0000,0000,0,302415,0000,0000,0,309849,0000,0000,0,315975,0000,0000,0,323692,0000,0000,0,327253,0000,0000,0,329661,0000,0000
"Bernalillo, NM",35001,0,79919,0000,0000,0,82416,0000,0000,0,85229,0000,0000,0,86809,0000,0000,0,88344,0000,0000,0,90322,0000,0000,0,91735,0000,0000,0,92864,0000,0000,0,89001,0000,0000,0,89019,0000,0000
"Catron, NM",35003,0,594,0000,0000,0,598,0000,0000,0,586,0000,0000,0,543,0000,0000,0,523,0000,0000,0,498,0000,0000,0,474,0000,0000,0,501,0000,0000,0,512,0000,0000,0,516,0000,0000
"Chaves, NM",35005,0,11078,0000,0000,0,11375,0000,0000,0,12140,0000,0000,0,12699,0000,0000,0,12485,0000,0000,0,13037,0000,0000,0,12739,0000,0000,0,13331,0000,0000,0,13080,0000,0000,0,13147,0000,0000
"Cibola, NM",35006,0,4309,0000,0000,0,4331,0000,0000,0,4298,0000,0000,0,4249,0000,0000,0,4090,0000,0000,0,4045,0000,0000,0,3941,0000,0000,0,3953,0000,0000,0,3945,0000,0000,0,3999,0000,0000
"Colfax, NM",35007,0,2836,0000,0000,0,2800,0000,0000,0,2866,0000,0000,0,2847,0000,0000,0,2474,0000,0000,0,2747,0000,0000,0,2653,0000,0000,0,3029,0000,0000,0,2776,0000,0000,0,2753,0000,0000
"Curry, NM",35009,0,8993,0000,0000,0,9124,0000,0000,0,9210,0000,0000,0,9097,0000,0000,0,9568,0000,0000,0,9958,0000,0000,0,10336,0000,0000,0,10323,0000,0000,0,10606,0000,0000,0,10666,0000,0000
"De Baca, NM",35011,0,423,0000,0000,0,413,0000,0000,0,420,0000,0000,0,411,0000,0000,0,405,0000,0000,0,417,0000,0000,0,399,0000,0000,0,439,0000,0000,0,493,0000,0000,0,501,0000,0000
"Dona Ana, NM",35013,0,26355,0000,0000,0,27028,0000,0000,0,27942,0000,0000,0,28777,0000,0000,0,29892,0000,0000,0,31580,0000,0000,0,33296,0000,0000,0,34536,0000,0000,0,34789,0000,0000,0,35412,0000,0000
"Eddy, NM",35015,0,10663,0000,0000,0,10615,0000,0000,0,10631,0000,0000,0,10786,0000,0000,0,11049,0000,0000,0,11403,0000,0000,0,11689,0000,0000,0,12106,0000,0000,0,11979,0000,0000,0,11651,0000,0000
"Grant, NM",35017,0,6004,0000,0000,0,6157,0000,0000,0,6274,0000,0000,0,6208,0000,0000,0,6181,0000,0000,0,6292,0000,0000,0,6153,0000,0000,0,6186,0000,0000,0,6216,0000,0000,0,6260,0000,0000
"Guadalupe, NM",35019,0,1040,0000,0000,0,1071,0000,0000,0,1074,0000,0000,0,1090,0000,0000,0,1054,0000,0000,0,1036,0000,0000,0,1071,0000,0000,0,1095,0000,0000,0,1081,0000,0000,0,1037,0000,0000
"Harding, NM",35021,0,170,0000,0000,0,187,0000,0000,0,215,0000,0000,0,204,0000,0000,0,202,0000,0000,0,178,0000,0000,0,160,0000,0000,0,168,0000,0000,0,175,0000,0000,0,188,0000,0000
"Hidalgo, NM",35023,0,1461,0000,0000,0,1440,0000,0000,0,1443,0000,0000,0,1400,0000,0000,0,1346,0000,0000,0,1355,0000,0000,0,1385,0000,0000,0,1414,0000,0000,0,1391,0000,0000,0,1480,0000,0000
"Lea, NM",35025,0,14003,0000,0000,0,13633,0000,0000,0,13707,0000,0000,0,13510,0000,0000,0,13395,0000,0000,0,13598,0000,0000,0,13700,0000,0000,0,13655,0000,0000,0,13383,0000,0000,0,13383,0000,0000
"Lincoln, NM",35027,0,2945,0000,0000,0,2953,0000,0000,0,2970,0000,0000,0,2930,0000,0000,0,2954,0000,0000,0,3169,0000,0000,0,3230,0000,0000,0,3320,0000,0000,0,3452,0000,0000,0,3468,0000,0000
"Los Alamos, NM",35028,0,3761,0000,0000,0,3654,0000,0000,0,3525,0000,0000,0,3522,0000,0000,0,3457,0000,0000,0,3486,0000,0000,0,3556,0000,0000,0,3587,0000,0000,0,3691,0000,0000,0,3715,0000,0000
"Luna, NM",35029,0,3964,0000,0000,0,4106,0000,0000,0,4225,0000,0000,0,4281,0000,0000,0,4523,0000,0000,0,4800,0000,0000,0,4930,0000,0000,0,5160,0000,0000,0,5354,0000,0000,0,5417,0000,0000
"McKinley, NM",35031,0,14017,0000,0000,0,14398,0000,0000,0,14699,0000,0000,0,14597,0000,0000,0,14771,0000,0000,0,14865,0000,0000,0,15093,0000,0000,0,15250,0000,0000,0,15656,0000,0000,0,16015,0000,0000
"Mora, NM",35033,0,972,0000,0000,0,946,0000,0000,0,959,0000,0000,0,906,0000,0000,0,898,0000,0000,0,903,0000,0000,0,895,0000,0000,0,965,0000,0000,0,1074,0000,0000,0,968,0000,0000
"Otero, NM",35035,0,9453,0000,0000,0,9775,0000,0000,0,9835,0000,0000,0,9679,0000,0000,0,9412,0000,0000,0,9384,0000,0000,0,9604,0000,0000,0,10043,0000,0000,0,10264,0000,0000,0,10222,0000,0000
"Quay, NM",35037,0,2465,0000,0000,0,2352,0000,0000,0,2275,0000,0000,0,2300,0000,0000,0,2265,0000,0000,0,2262,0000,0000,0,2309,0000,0000,0,2266,0000,0000,0,2256,0000,0000,0,2336,0000,0000
"Rio Arriba, NM",35039,0,6999,0000,0000,0,7023,0000,0000,0,7045,0000,0000,0,7073,0000,0000,0,7054,0000,0000,0,6989,0000,0000,0,6988,0000,0000,0,7114,0000,0000,0,7170,0000,0000,0,7222,0000,0000
"Roosevelt, NM",35041,0,3128,0000,0000,0,3155,0000,0000,0,3128,0000,0000,0,3231,0000,0000,0,3339,0000,0000,0,3515,0000,0000,0,3710,0000,0000,0,3912,0000,0000,0,3894,0000,0000,0,3838,0000,0000
"Sandoval, NM",35043,0,4309,0000,0000,0,4332,0000,0000,0,3791,0000,0000,0,4322,0000,0000,0,4976,0000,0000,0,5375,0000,0000,0,5654,0000,0000,0,6071,0000,0000,0,10978,0000,0000,0,11217,0000,0000
"San Juan, NM",35045,0,21810,0000,0000,0,22059,0000,0000,0,22101,0000,0000,0,22357,0000,0000,0,23042,0000,0000,0,23570,0000,0000,0,24104,0000,0000,0,24408,0000,0000,0,24519,0000,0000,0,24871,0000,0000
"San Miguel, NM",35047,0,5313,0000,0000,0,5396,0000,0000,0,5428,0000,0000,0,5429,0000,0000,0,5553,0000,0000,0,5698,0000,0000,0,5880,0000,0000,0,6189,0000,0000,0,6278,0000,0000,0,6027,0000,0000
"Santa Fe, NM",35049,0,13322,0000,0000,0,13624,0000,0000,0,14023,0000,0000,0,14483,0000,0000,0,15201,0000,0000,0,14788,0000,0000,0,14685,0000,0000,0,14798,0000,0000,0,15026,0000,0000,0,15185,0000,0000
"Sierra, NM",35051,0,1287,0000,0000,0,1288,0000,0000,0,1363,0000,0000,0,1420,0000,0000,0,1471,0000,0000,0,1538,0000,0000,0,1637,0000,0000,0,1735,0000,0000,0,1797,0000,0000,0,1810,0000,0000
"Socorro, NM",35053,0,2338,0000,0000,0,2444,0000,0000,0,2463,0000,0000,0,2425,0000,0000,0,2402,0000,0000,0,2405,0000,0000,0,2457,0000,0000,0,2564,0000,0000,0,2662,0000,0000,0,2698,0000,0000
"Taos, NM",35055,0,5210,0000,0000,0,5202,0000,0000,0,5175,0000,0000,0,5132,0000,0000,0,5181,0000,0000,0,5193,0000,0000,0,5297,0000,0000,0,5633,0000,0000,0,5339,0000,0000,0,5492,0000,0000
"Torrance, NM",35057,0,3249,0000,0000,0,3419,0000,0000,0,3555,0000,0000,0,3813,0000,0000,0,4057,0000,0000,0,4196,0000,0000,0,4516,0000,0000,0,4810,0000,0000,0,5337,0000,0000,0,5777,0000,0000
