Area_name,STCOU,EDU010187F,EDU010187D,EDU010187N1,EDU010187N2,EDU010188F,EDU010188D,EDU010188N1,EDU010188N2,EDU010189F,EDU010189D,EDU010189N1,EDU010189N2,EDU010190F,EDU010190D,EDU010190N1,EDU010190N2,EDU010191F,EDU010191D,EDU010191N1,EDU010191N2,EDU010192F,EDU010192D,EDU010192N1,EDU010192N2,EDU010193F,EDU010193D,EDU010193N1,EDU010193N2,EDU010194F,EDU010194D,EDU010194N1,EDU010194N2,EDU010195F,EDU010195D,EDU010195N1,EDU010195N2,EDU010196F,EDU010196D,EDU010196N1,EDU010196N2
"Santa Rosa, FL",12113,0,13315,0000,0000,0,13719,0000,0000,0,14108,0000,0000,0,15209,0000,0000,0,15741,0000,0000,0,16280,0000,0000,0,17364,0000,0000,0,18056,0000,0000,0,18972,0000,0000,0,19762,0000,0000
"Sarasota, FL",12115,0,25436,0000,0000,0,26123,0000,0000,0,26853,0000,0000,0,27541,0000,0000,0,27888,0000,0000,0,28818,0000,0000,0,29311,0000,0000,0,30205,0000,0000,0,30431,0000,0000,0,31035,0000,0000
"Seminole, FL",12117,0,41626,0000,0000,0,43511,0000,0000,0,45022,0000,0000,0,46499,0000,0000,0,49027,0000,0000,0,50836,0000,0000,0,51588,0000,0000,0,52688,0000,0000,0,53366,0000,0000,0,54603,0000,0000
"Sumter, FL",12119,0,4722,0000,0000,0,4897,0000,0000,0,4922,0000,0000,0,4961,0000,0000,0,5112,0000,0000,0,5290,0000,0000,0,5326,0000,0000,0,5505,0000,0000,0,5632,0000,0000,0,5767,0000,0000
"Suwannee, FL",12121,0,4982,0000,0000,0,5078,0000,0000,0,5191,0000,0000,0,5221,0000,0000,0,5462,0000,0000,0,5481,0000,0000,0,5608,0000,0000,0,5525,0000,0000,0,5577,0000,0000,0,5690,0000,0000
"Taylor, FL",12123,0,3376,0000,0000,0,3394,0000,0000,0,3506,0000,0000,0,3616,0000,0000,0,3812,0000,0000,0,3595,0000,0000,0,3571,0000,0000,0,3612,0000,0000,0,3755,0000,0000,0,3889,0000,0000
"Union, FL",12125,0,1703,0000,0000,0,1737,0000,0000,0,1835,0000,0000,0,1823,0000,0000,0,1875,0000,0000,0,1935,0000,0000,0,1985,0000,0000,0,2044,0000,0000,0,2094,0000,0000,0,2189,0000,0000
"Volusia, FL",12127,0,40192,0000,0000,0,41829,0000,0000,0,43922,0000,0000,0,45775,0000,0000,0,48403,0000,0000,0,50100,0000,0000,0,52579,0000,0000,0,53972,0000,0000,0,55530,0000,0000,0,56788,0000,0000
"Wakulla, FL",12129,0,2724,0000,0000,0,2737,0000,0000,0,2967,0000,0000,0,3066,0000,0000,0,3404,0000,0000,0,3506,0000,0000,0,3650,0000,0000,0,3916,0000,0000,0,4059,0000,0000,0,4270,0000,0000
"Walton, FL",12131,0,4190,0000,0000,0,4242,0000,0000,0,4270,0000,0000,0,4217,0000,0000,0,4320,0000,0000,0,4620,0000,0000,0,4801,0000,0000,0,4890,0000,0000,0,5130,0000,0000,0,5233,0000,0000
"Washington, FL",12133,0,3326,0000,0000,0,3258,0000,0000,0,3108,0000,0000,0,3137,0000,0000,0,3283,0000,0000,0,3044,0000,0000,0,3393,0000,0000,0,3389,0000,0000,0,3371,0000,0000,0,3433,0000,0000
GEORGIA,13000,0,1089412,0000,0000,0,1110947,0000,0000,0,1107994,0000,0000,0,1126102,0000,0000,0,1152386,0000,0000,0,1177689,0000,0000,0,1207186,0000,0000,0,1235304,0000,0000,0,1270948,0000,0000,0,1311126,0000,0000
"Appling, GA",13001,0,3562,0000,0000,0,3583,0000,0000,0,3570,0000,0000,0,3525,0000,0000,0,3533,0000,0000,0,3484,0000,0000,0,3465,0000,0000,0,3346,0000,0000,0,3470,0000,0000,0,3516,0000,0000
"Atkinson, GA",13003,0,1381,0000,0000,0,1349,0000,0000,0,1374,0000,0000,0,1318,0000,0000,0,1364,0000,0000,0,1365,0000,0000,0,1373,0000,0000,0,1407,0000,0000,0,1469,0000,0000,0,1533,0000,0000
"Bacon, GA",13005,0,2156,0000,0000,0,2162,0000,0000,0,2102,0000,0000,0,2161,0000,0000,0,2176,0000,0000,0,2178,0000,0000,0,2092,0000,0000,0,2161,0000,0000,0,2166,0000,0000,0,2176,0000,0000
"Baker, GA",13007,0,705,0000,0000,0,401,0000,0000,0,425,0000,0000,0,392,0000,0000,0,411,0000,0000,0,396,0000,0000,0,384,0000,0000,0,355,0000,0000,0,391,0000,0000,0,433,0000,0000
"Baldwin, GA",13009,0,5760,0000,0000,0,5914,0000,0000,0,5871,0000,0000,0,5931,0000,0000,0,6189,0000,0000,0,6251,0000,0000,0,6364,0000,0000,0,6397,0000,0000,0,6491,0000,0000,0,6361,0000,0000
"Banks, GA",13011,0,1804,0000,0000,0,1559,0000,0000,0,1539,0000,0000,0,1562,0000,0000,0,1581,0000,0000,0,1587,0000,0000,0,1536,0000,0000,0,1703,0000,0000,0,1751,0000,0000,0,1901,0000,0000
"Barrow, GA",13013,0,4948,0000,0000,0,5112,0000,0000,0,5183,0000,0000,0,5505,0000,0000,0,5695,0000,0000,0,5960,0000,0000,0,6129,0000,0000,0,6338,0000,0000,0,6601,0000,0000,0,6871,0000,0000
"Bartow, GA",13015,0,9958,0000,0000,0,10358,0000,0000,0,10284,0000,0000,0,10601,0000,0000,0,10785,0000,0000,0,11098,0000,0000,0,11414,0000,0000,0,11828,0000,0000,0,12286,0000,0000,0,12995,0000,0000
"Ben Hill, GA",13017,0,3565,0000,0000,0,3719,0000,0000,0,3689,0000,0000,0,3739,0000,0000,0,3738,0000,0000,0,3705,0000,0000,0,3642,0000,0000,0,3631,0000,0000,0,3670,0000,0000,0,3704,0000,0000
"Berrien, GA",13019,0,2789,0000,0000,0,2846,0000,0000,0,2775,0000,0000,0,2752,0000,0000,0,2780,0000,0000,0,2776,0000,0000,0,2588,0000,0000,0,2757,0000,0000,0,2866,0000,0000,0,2944,0000,0000
"Bibb, GA",13021,0,24461,0000,0000,0,24346,0000,0000,0,23821,0000,0000,0,24007,0000,0000,0,24413,0000,0000,0,24772,0000,0000,0,25119,0000,0000,0,25158,0000,0000,0,24878,0000,0000,0,25066,0000,0000
"Bleckley, GA",13023,0,1823,0000,0000,0,2011,0000,0000,0,1988,0000,0000,0,1984,0000,0000,0,2036,0000,0000,0,2024,0000,0000,0,2061,0000,0000,0,2097,0000,0000,0,2159,0000,0000,0,2283,0000,0000
"Brantley, GA",13025,0,2403,0000,0000,0,2455,0000,0000,0,2455,0000,0000,0,2490,0000,0000,0,2485,0000,0000,0,2481,0000,0000,0,2544,0000,0000,0,2615,0000,0000,0,2674,0000,0000,0,2826,0000,0000
"Brooks, GA",13027,0,3059,0000,0000,0,2797,0000,0000,0,2716,0000,0000,0,2715,0000,0000,0,2774,0000,0000,0,2670,0000,0000,0,2732,0000,0000,0,2622,0000,0000,0,2683,0000,0000,0,2722,0000,0000
"Bryan, GA",13029,0,2976,0000,0000,0,3277,0000,0000,0,3405,0000,0000,0,3671,0000,0000,0,3855,0000,0000,0,4077,0000,0000,0,4298,0000,0000,0,4469,0000,0000,0,4842,0000,0000,0,5092,0000,0000
"Bulloch, GA",13031,0,6554,0000,0000,0,6766,0000,0000,0,6719,0000,0000,0,6950,0000,0000,0,7106,0000,0000,0,7340,0000,0000,0,7494,0000,0000,0,7699,0000,0000,0,8014,0000,0000,0,8325,0000,0000
"Burke, GA",13033,0,4382,0000,0000,0,4369,0000,0000,0,4300,0000,0000,0,4329,0000,0000,0,4449,0000,0000,0,4382,0000,0000,0,4615,0000,0000,0,4670,0000,0000,0,4791,0000,0000,0,4898,0000,0000
"Butts, GA",13035,0,2625,0000,0000,0,2685,0000,0000,0,2697,0000,0000,0,2701,0000,0000,0,2761,0000,0000,0,2845,0000,0000,0,2883,0000,0000,0,2835,0000,0000,0,3000,0000,0000,0,3124,0000,0000
"Calhoun, GA",13037,0,1151,0000,0000,0,1223,0000,0000,0,1216,0000,0000,0,1220,0000,0000,0,1249,0000,0000,0,1254,0000,0000,0,1248,0000,0000,0,1228,0000,0000,0,1195,0000,0000,0,1070,0000,0000
"Camden, GA",13039,0,4178,0000,0000,0,4547,0000,0000,0,4753,0000,0000,0,5495,0000,0000,0,6118,0000,0000,0,6606,0000,0000,0,7064,0000,0000,0,7647,0000,0000,0,8109,0000,0000,0,8608,0000,0000
"Candler, GA",13043,0,1512,0000,0000,0,1573,0000,0000,0,1571,0000,0000,0,1544,0000,0000,0,1539,0000,0000,0,1711,0000,0000,0,1549,0000,0000,0,1561,0000,0000,0,1635,0000,0000,0,1722,0000,0000
"Carroll, GA",13045,0,12654,0000,0000,0,13196,0000,0000,0,13156,0000,0000,0,13253,0000,0000,0,13591,0000,0000,0,13708,0000,0000,0,13857,0000,0000,0,13752,0000,0000,0,14218,0000,0000,0,14639,0000,0000
"Catoosa, GA",13047,0,7795,0000,0000,0,8022,0000,0000,0,7881,0000,0000,0,7722,0000,0000,0,7847,0000,0000,0,7870,0000,0000,0,7872,0000,0000,0,8031,0000,0000,0,8276,0000,0000,0,8526,0000,0000
"Charlton, GA",13049,0,1699,0000,0000,0,1751,0000,0000,0,1728,0000,0000,0,1737,0000,0000,0,1769,0000,0000,0,1822,0000,0000,0,1857,0000,0000,0,1931,0000,0000,0,1998,0000,0000,0,1984,0000,0000
"Chatham, GA",13051,0,31954,0000,0000,0,32616,0000,0000,0,32370,0000,0000,0,33407,0000,0000,0,34100,0000,0000,0,34414,0000,0000,0,34711,0000,0000,0,35358,0000,0000,0,35442,0000,0000,0,35860,0000,0000
"Chattahoochee, GA",13053,0,942,0000,0000,0,365,0000,0000,0,358,0000,0000,0,340,0000,0000,0,361,0000,0000,0,371,0000,0000,0,371,0000,0000,0,420,0000,0000,0,426,0000,0000,0,439,0000,0000
"Chattooga, GA",13055,0,4102,0000,0000,0,4273,0000,0000,0,4135,0000,0000,0,4143,0000,0000,0,4111,0000,0000,0,4115,0000,0000,0,4170,0000,0000,0,4159,0000,0000,0,4136,0000,0000,0,4200,0000,0000
"Cherokee, GA",13057,0,13756,0000,0000,0,14641,0000,0000,0,14732,0000,0000,0,15339,0000,0000,0,16086,0000,0000,0,16948,0000,0000,0,18047,0000,0000,0,18765,0000,0000,0,19701,0000,0000,0,20893,0000,0000
"Clarke, GA",13059,0,10383,0000,0000,0,11155,0000,0000,0,10642,0000,0000,0,10816,0000,0000,0,10874,0000,0000,0,10933,0000,0000,0,10901,0000,0000,0,10964,0000,0000,0,11094,0000,0000,0,11316,0000,0000
"Clay, GA",13061,0,664,0000,0000,0,415,0000,0000,0,423,0000,0000,0,409,0000,0000,0,400,0000,0000,0,377,0000,0000,0,368,0000,0000,0,377,0000,0000,0,389,0000,0000,0,369,0000,0000
"Clayton, GA",13063,0,32340,0000,0000,0,33893,0000,0000,0,32676,0000,0000,0,33641,0000,0000,0,34754,0000,0000,0,35596,0000,0000,0,36626,0000,0000,0,37961,0000,0000,0,39149,0000,0000,0,40562,0000,0000
"Clinch, GA",13065,0,1434,0000,0000,0,1466,0000,0000,0,1435,0000,0000,0,1404,0000,0000,0,1540,0000,0000,0,1460,0000,0000,0,1488,0000,0000,0,1412,0000,0000,0,1425,0000,0000,0,1459,0000,0000
"Cobb, GA",13067,0,66951,0000,0000,0,69017,0000,0000,0,69745,0000,0000,0,71545,0000,0000,0,74586,0000,0000,0,77568,0000,0000,0,80546,0000,0000,0,83485,0000,0000,0,86442,0000,0000,0,89087,0000,0000
"Coffee, GA",13069,0,6069,0000,0000,0,6235,0000,0000,0,6244,0000,0000,0,6146,0000,0000,0,6282,0000,0000,0,6424,0000,0000,0,6831,0000,0000,0,6754,0000,0000,0,6890,0000,0000,0,7260,0000,0000
"Colquitt, GA",13071,0,7510,0000,0000,0,7596,0000,0000,0,7454,0000,0000,0,7476,0000,0000,0,7463,0000,0000,0,7562,0000,0000,0,7605,0000,0000,0,7809,0000,0000,0,7973,0000,0000,0,8238,0000,0000
"Columbia, GA",13073,0,11597,0000,0000,0,10764,0000,0000,0,12292,0000,0000,0,13313,0000,0000,0,14096,0000,0000,0,14777,0000,0000,0,15619,0000,0000,0,16185,0000,0000,0,16928,0000,0000,0,17523,0000,0000
"Cook, GA",13075,0,2734,0000,0000,0,2712,0000,0000,0,2676,0000,0000,0,2691,0000,0000,0,2729,0000,0000,0,2722,0000,0000,0,2767,0000,0000,0,2764,0000,0000,0,2858,0000,0000,0,2929,0000,0000
"Coweta, GA",13077,0,9336,0000,0000,0,9213,0000,0000,0,9636,0000,0000,0,10016,0000,0000,0,10430,0000,0000,0,10784,0000,0000,0,11228,0000,0000,0,11977,0000,0000,0,12694,0000,0000,0,13484,0000,0000
"Crawford, GA",13079,0,1531,0000,0000,0,1476,0000,0000,0,1508,0000,0000,0,1069,0000,0000,0,1497,0000,0000,0,1573,0000,0000,0,1633,0000,0000,0,1673,0000,0000,0,1868,0000,0000,0,1868,0000,0000
"Crisp, GA",13081,0,4296,0000,0000,0,4441,0000,0000,0,4405,0000,0000,0,4472,0000,0000,0,4550,0000,0000,0,4579,0000,0000,0,4535,0000,0000,0,4520,0000,0000,0,4600,0000,0000,0,4605,0000,0000
"Dade, GA",13083,0,2239,0000,0000,0,2304,0000,0000,0,2227,0000,0000,0,2256,0000,0000,0,2206,0000,0000,0,2218,0000,0000,0,2217,0000,0000,0,2235,0000,0000,0,2353,0000,0000,0,2433,0000,0000
"Dawson, GA",13085,0,1544,0000,0000,0,1604,0000,0000,0,1638,0000,0000,0,1726,0000,0000,0,1784,0000,0000,0,1915,0000,0000,0,1932,0000,0000,0,1953,0000,0000,0,2025,0000,0000,0,2083,0000,0000
"Decatur, GA",13087,0,6055,0000,0000,0,6007,0000,0000,0,5954,0000,0000,0,5938,0000,0000,0,5949,0000,0000,0,5896,0000,0000,0,5822,0000,0000,0,5810,0000,0000,0,5970,0000,0000,0,5929,0000,0000
"DeKalb, GA",13089,0,74831,0000,0000,0,76124,0000,0000,0,74905,0000,0000,0,74995,0000,0000,0,76618,0000,0000,0,78778,0000,0000,0,81441,0000,0000,0,83895,0000,0000,0,86405,0000,0000,0,90123,0000,0000
"Dodge, GA",13091,0,3430,0000,0000,0,3444,0000,0000,0,3381,0000,0000,0,3282,0000,0000,0,3272,0000,0000,0,3289,0000,0000,0,3316,0000,0000,0,3323,0000,0000,0,3355,0000,0000,0,3474,0000,0000
"Dooly, GA",13093,0,1939,0000,0000,0,1928,0000,0000,0,1898,0000,0000,0,1861,0000,0000,0,1825,0000,0000,0,1770,0000,0000,0,1755,0000,0000,0,1704,0000,0000,0,1731,0000,0000,0,1839,0000,0000
"Dougherty, GA",13095,0,19335,0000,0000,0,18701,0000,0000,0,18913,0000,0000,0,18848,0000,0000,0,18877,0000,0000,0,18867,0000,0000,0,18642,0000,0000,0,18760,0000,0000,0,18085,0000,0000,0,18027,0000,0000
"Douglas, GA",13097,0,13338,0000,0000,0,13694,0000,0000,0,13750,0000,0000,0,13691,0000,0000,0,14002,0000,0000,0,14257,0000,0000,0,14475,0000,0000,0,14625,0000,0000,0,15011,0000,0000,0,15536,0000,0000
"Early, GA",13099,0,2783,0000,0000,0,2759,0000,0000,0,2647,0000,0000,0,2560,0000,0000,0,2635,0000,0000,0,2605,0000,0000,0,2633,0000,0000,0,2610,0000,0000,0,2662,0000,0000,0,2751,0000,0000
"Echols, GA",13101,0,520,0000,0000,0,516,0000,0000,0,511,0000,0000,0,509,0000,0000,0,558,0000,0000,0,571,0000,0000,0,599,0000,0000,0,611,0000,0000,0,660,0000,0000,0,659,0000,0000
"Effingham, GA",13103,0,4931,0000,0000,0,5201,0000,0000,0,5324,0000,0000,0,5701,0000,0000,0,5833,0000,0000,0,5988,0000,0000,0,6240,0000,0000,0,6546,0000,0000,0,6762,0000,0000,0,7179,0000,0000
"Elbert, GA",13105,0,3602,0000,0000,0,3625,0000,0000,0,3591,0000,0000,0,3638,0000,0000,0,3695,0000,0000,0,3733,0000,0000,0,3787,0000,0000,0,3834,0000,0000,0,3949,0000,0000,0,3962,0000,0000
"Emanuel, GA",13107,0,4440,0000,0000,0,4521,0000,0000,0,4498,0000,0000,0,4591,0000,0000,0,4733,0000,0000,0,4757,0000,0000,0,4848,0000,0000,0,4849,0000,0000,0,4952,0000,0000,0,5017,0000,0000
"Evans, GA",13109,0,1659,0000,0000,0,1746,0000,0000,0,1764,0000,0000,0,1809,0000,0000,0,1776,0000,0000,0,1782,0000,0000,0,1784,0000,0000,0,1815,0000,0000,0,1885,0000,0000,0,1907,0000,0000
"Fannin, GA",13111,0,2776,0000,0000,0,2813,0000,0000,0,2819,0000,0000,0,2836,0000,0000,0,2896,0000,0000,0,2881,0000,0000,0,2868,0000,0000,0,3012,0000,0000,0,3002,0000,0000,0,3065,0000,0000
"Fayette, GA",13113,0,10384,0000,0000,0,10511,0000,0000,0,11787,0000,0000,0,12371,0000,0000,0,13105,0000,0000,0,13854,0000,0000,0,14473,0000,0000,0,15378,0000,0000,0,16016,0000,0000,0,16725,0000,0000
"Floyd, GA",13115,0,13719,0000,0000,0,13785,0000,0000,0,13480,0000,0000,0,13289,0000,0000,0,13441,0000,0000,0,13577,0000,0000,0,13655,0000,0000,0,13923,0000,0000,0,14330,0000,0000,0,14345,0000,0000
"Forsyth, GA",13117,0,6650,0000,0000,0,7112,0000,0000,0,7133,0000,0000,0,7485,0000,0000,0,7742,0000,0000,0,7892,0000,0000,0,8176,0000,0000,0,8625,0000,0000,0,9237,0000,0000,0,10342,0000,0000
"Franklin, GA",13119,0,2904,0000,0000,0,3147,0000,0000,0,3072,0000,0000,0,3078,0000,0000,0,3099,0000,0000,0,3102,0000,0000,0,3162,0000,0000,0,3203,0000,0000,0,3254,0000,0000,0,3385,0000,0000
"Fulton, GA",13121,0,105528,0000,0000,0,105571,0000,0000,0,103468,0000,0000,0,101653,0000,0000,0,102730,0000,0000,0,104034,0000,0000,0,107132,0000,0000,0,109434,0000,0000,0,112703,0000,0000,0,116547,0000,0000
"Gilmer, GA",13123,0,2329,0000,0000,0,2448,0000,0000,0,2496,0000,0000,0,2618,0000,0000,0,2720,0000,0000,0,2736,0000,0000,0,2764,0000,0000,0,2893,0000,0000,0,2995,0000,0000,0,3082,0000,0000
"Glascock, GA",13125,0,426,0000,0000,0,501,0000,0000,0,492,0000,0000,0,494,0000,0000,0,499,0000,0000,0,481,0000,0000,0,465,0000,0000,0,487,0000,0000,0,496,0000,0000,0,475,0000,0000
"Glynn, GA",13127,0,10061,0000,0000,0,9295,0000,0000,0,10234,0000,0000,0,10337,0000,0000,0,10507,0000,0000,0,10869,0000,0000,0,11074,0000,0000,0,10979,0000,0000,0,11133,0000,0000,0,11356,0000,0000
"Gordon, GA",13129,0,6602,0000,0000,0,6831,0000,0000,0,6839,0000,0000,0,6974,0000,0000,0,6908,0000,0000,0,6974,0000,0000,0,6804,0000,0000,0,6846,0000,0000,0,7038,0000,0000,0,7609,0000,0000
"Grady, GA",13131,0,4045,0000,0000,0,4118,0000,0000,0,4107,0000,0000,0,4076,0000,0000,0,4157,0000,0000,0,4204,0000,0000,0,4345,0000,0000,0,4370,0000,0000,0,4645,0000,0000,0,4599,0000,0000
"Greene, GA",13133,0,2289,0000,0000,0,2495,0000,0000,0,2519,0000,0000,0,2503,0000,0000,0,2653,0000,0000,0,2825,0000,0000,0,2769,0000,0000,0,2720,0000,0000,0,2545,0000,0000,0,2538,0000,0000
"Gwinnett, GA",13135,0,53730,0000,0000,0,56218,0000,0000,0,59722,0000,0000,0,63625,0000,0000,0,66519,0000,0000,0,70222,0000,0000,0,73701,0000,0000,0,78077,0000,0000,0,81885,0000,0000,0,86290,0000,0000
"Habersham, GA",13137,0,4478,0000,0000,0,4865,0000,0000,0,4820,0000,0000,0,4929,0000,0000,0,4961,0000,0000,0,5071,0000,0000,0,5191,0000,0000,0,5251,0000,0000,0,5355,0000,0000,0,5381,0000,0000
"Hall, GA",13139,0,15477,0000,0000,0,16062,0000,0000,0,15901,0000,0000,0,16304,0000,0000,0,16753,0000,0000,0,17137,0000,0000,0,17927,0000,0000,0,18475,0000,0000,0,19185,0000,0000,0,19982,0000,0000
"Hancock, GA",13141,0,1967,0000,0000,0,1949,0000,0000,0,1906,0000,0000,0,1861,0000,0000,0,1817,0000,0000,0,1899,0000,0000,0,1908,0000,0000,0,1870,0000,0000,0,1995,0000,0000,0,1814,0000,0000
"Haralson, GA",13143,0,4005,0000,0000,0,4000,0000,0000,0,3955,0000,0000,0,4042,0000,0000,0,4122,0000,0000,0,4180,0000,0000,0,4245,0000,0000,0,4421,0000,0000,0,4412,0000,0000,0,4652,0000,0000
"Harris, GA",13145,0,2708,0000,0000,0,2664,0000,0000,0,2669,0000,0000,0,2715,0000,0000,0,2803,0000,0000,0,2821,0000,0000,0,2887,0000,0000,0,3026,0000,0000,0,3352,0000,0000,0,3532,0000,0000
"Hart, GA",13147,0,3583,0000,0000,0,3321,0000,0000,0,3264,0000,0000,0,3250,0000,0000,0,3288,0000,0000,0,3250,0000,0000,0,3243,0000,0000,0,3296,0000,0000,0,3263,0000,0000,0,3374,0000,0000
"Heard, GA",13149,0,1488,0000,0000,0,1580,0000,0000,0,1616,0000,0000,0,1739,0000,0000,0,1797,0000,0000,0,1812,0000,0000,0,1804,0000,0000,0,1761,0000,0000,0,1818,0000,0000,0,1942,0000,0000
"Henry, GA",13151,0,8368,0000,0000,0,9052,0000,0000,0,9413,0000,0000,0,10350,0000,0000,0,10929,0000,0000,0,11643,0000,0000,0,12595,0000,0000,0,13297,0000,0000,0,14306,0000,0000,0,15754,0000,0000
"Houston, GA",13153,0,14697,0000,0000,0,14997,0000,0000,0,15068,0000,0000,0,15703,0000,0000,0,16249,0000,0000,0,16651,0000,0000,0,17186,0000,0000,0,17646,0000,0000,0,18391,0000,0000,0,19331,0000,0000
"Irwin, GA",13155,0,1696,0000,0000,0,1681,0000,0000,0,1685,0000,0000,0,1660,0000,0000,0,1675,0000,0000,0,1747,0000,0000,0,1816,0000,0000,0,1808,0000,0000,0,1862,0000,0000,0,1839,0000,0000
"Jackson, GA",13157,0,5392,0000,0000,0,5674,0000,0000,0,5587,0000,0000,0,5789,0000,0000,0,5888,0000,0000,0,5882,0000,0000,0,6036,0000,0000,0,6231,0000,0000,0,6448,0000,0000,0,6604,0000,0000
"Jasper, GA",13159,0,1396,0000,0000,0,1440,0000,0000,0,1480,0000,0000,0,1543,0000,0000,0,1664,0000,0000,0,1658,0000,0000,0,1707,0000,0000,0,1700,0000,0000,0,1775,0000,0000,0,1747,0000,0000
"Jeff Davis, GA",13161,0,2537,0000,0000,0,2540,0000,0000,0,2516,0000,0000,0,2531,0000,0000,0,2538,0000,0000,0,2556,0000,0000,0,2554,0000,0000,0,2614,0000,0000,0,2632,0000,0000,0,2668,0000,0000
"Jefferson, GA",13163,0,3659,0000,0000,0,3625,0000,0000,0,3583,0000,0000,0,3528,0000,0000,0,3547,0000,0000,0,3554,0000,0000,0,3562,0000,0000,0,3596,0000,0000,0,3752,0000,0000,0,3876,0000,0000
"Jenkins, GA",13165,0,1786,0000,0000,0,1758,0000,0000,0,1754,0000,0000,0,1755,0000,0000,0,1716,0000,0000,0,1740,0000,0000,0,1683,0000,0000,0,1772,0000,0000,0,1736,0000,0000,0,1778,0000,0000
"Johnson, GA",13167,0,1603,0000,0000,0,1563,0000,0000,0,1537,0000,0000,0,1595,0000,0000,0,1601,0000,0000,0,1588,0000,0000,0,1572,0000,0000,0,1555,0000,0000,0,1529,0000,0000,0,1524,0000,0000
"Jones, GA",13169,0,3559,0000,0000,0,3560,0000,0000,0,3574,0000,0000,0,3638,0000,0000,0,3695,0000,0000,0,3892,0000,0000,0,3973,0000,0000,0,4024,0000,0000,0,4193,0000,0000,0,4416,0000,0000
"Lamar, GA",13171,0,2202,0000,0000,0,2270,0000,0000,0,2217,0000,0000,0,2221,0000,0000,0,2217,0000,0000,0,2295,0000,0000,0,2220,0000,0000,0,2250,0000,0000,0,2394,0000,0000,0,2477,0000,0000
"Lanier, GA",13173,0,1140,0000,0000,0,1200,0000,0000,0,1203,0000,0000,0,1170,0000,0000,0,1167,0000,0000,0,1259,0000,0000,0,1274,0000,0000,0,1309,0000,0000,0,1335,0000,0000,0,1352,0000,0000
"Laurens, GA",13175,0,7936,0000,0000,0,8057,0000,0000,0,7984,0000,0000,0,8272,0000,0000,0,8246,0000,0000,0,8306,0000,0000,0,8489,0000,0000,0,8615,0000,0000,0,8837,0000,0000,0,9087,0000,0000
"Lee, GA",13177,0,3504,0000,0000,0,3691,0000,0000,0,3736,0000,0000,0,3796,0000,0000,0,3975,0000,0000,0,4075,0000,0000,0,4300,0000,0000,0,4417,0000,0000,0,4666,0000,0000,0,4890,0000,0000
"Liberty, GA",13179,0,6891,0000,0000,0,7365,0000,0000,0,7498,0000,0000,0,7960,0000,0000,0,8027,0000,0000,0,8746,0000,0000,0,9342,0000,0000,0,10069,0000,0000,0,10442,0000,0000,0,10874,0000,0000
"Lincoln, GA",13181,0,1413,0000,0000,0,1401,0000,0000,0,1402,0000,0000,0,1466,0000,0000,0,1476,0000,0000,0,1460,0000,0000,0,1482,0000,0000,0,1459,0000,0000,0,1482,0000,0000,0,1569,0000,0000
"Long, GA",13183,0,1025,0000,0000,0,1003,0000,0000,0,974,0000,0000,0,973,0000,0000,0,988,0000,0000,0,1016,0000,0000,0,1111,0000,0000,0,1296,0000,0000,0,1446,0000,0000,0,1636,0000,0000
"Lowndes, GA",13185,0,13842,0000,0000,0,14440,0000,0000,0,14197,0000,0000,0,14361,0000,0000,0,14686,0000,0000,0,14805,0000,0000,0,15221,0000,0000,0,15562,0000,0000,0,15582,0000,0000,0,15884,0000,0000
"Lumpkin, GA",13187,0,2138,0000,0000,0,2216,0000,0000,0,2202,0000,0000,0,2386,0000,0000,0,2462,0000,0000,0,2561,0000,0000,0,2636,0000,0000,0,2675,0000,0000,0,2794,0000,0000,0,2893,0000,0000
"McDuffie, GA",13189,0,3960,0000,0000,0,4037,0000,0000,0,4048,0000,0000,0,4078,0000,0000,0,4268,0000,0000,0,4358,0000,0000,0,4367,0000,0000,0,4349,0000,0000,0,4514,0000,0000,0,4459,0000,0000
"McIntosh, GA",13191,0,1789,0000,0000,0,1739,0000,0000,0,1645,0000,0000,0,1643,0000,0000,0,1603,0000,0000,0,1617,0000,0000,0,1623,0000,0000,0,1638,0000,0000,0,1721,0000,0000,0,1689,0000,0000
"Macon, GA",13193,0,2686,0000,0000,0,2628,0000,0000,0,2638,0000,0000,0,2696,0000,0000,0,2603,0000,0000,0,2583,0000,0000,0,2579,0000,0000,0,2563,0000,0000,0,2593,0000,0000,0,2523,0000,0000
"Madison, GA",13195,0,3694,0000,0000,0,3734,0000,0000,0,3755,0000,0000,0,3756,0000,0000,0,3803,0000,0000,0,3927,0000,0000,0,4030,0000,0000,0,4089,0000,0000,0,4138,0000,0000,0,4330,0000,0000
"Marion, GA",13197,0,1097,0000,0000,0,1547,0000,0000,0,1499,0000,0000,0,1508,0000,0000,0,1587,0000,0000,0,1594,0000,0000,0,1544,0000,0000,0,1575,0000,0000,0,1668,0000,0000,0,1774,0000,0000
"Meriwether, GA",13199,0,4283,0000,0000,0,4353,0000,0000,0,4291,0000,0000,0,4285,0000,0000,0,4270,0000,0000,0,4195,0000,0000,0,4124,0000,0000,0,4032,0000,0000,0,4202,0000,0000,0,4209,0000,0000
"Miller, GA",13201,0,1253,0000,0000,0,1317,0000,0000,0,1290,0000,0000,0,1327,0000,0000,0,1293,0000,0000,0,1293,0000,0000,0,1253,0000,0000,0,1274,0000,0000,0,1258,0000,0000,0,1287,0000,0000
